source,slug,status,severity,score,summary,issues
static,alarm-habit,,Pass,90,cards=14; paragraphs=16; faq=true,
data/quiz-wave3-200.json,spend-product-color-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-unboxing-reaction,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-warranty-keeping-style,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-comparison-table-making,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,spend-personal-luxury-line,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,spend-minimal-buying-rule,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-souvenir-choice-style,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,travel-hotel-room-settling,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,travel-travel-photo-selection,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-local-transport-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-rainy-trip-response,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,travel-travel-budget-envelope,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-restaurant-waiting-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-itinerary-change-response,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-travel-companion-role,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-airport-dutyfree-route,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-luggage-weight-check,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-travel-note-keeping,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-local-market-browsing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-museum-audio-guide,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,travel-sunrise-plan-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-post-trip-organizing,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-passport-copy-habit,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-seat-upgrade-decision,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,travel-tour-vs-free-time,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,travel-souvenir-list-check,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-travel-weather-pack,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-trip-memory-share,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,workplus-meeting-note-action,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-office-seat-preference,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-shared-drive-rules,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,workplus-quick-question-timing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,workplus-work-chat-threading,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-urgent-task-triage,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-meeting-camera-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-document-version-rule,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,workplus-workday-wrap-up,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-team-calendar-check,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-office-supply-refill,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,workplus-approval-line-check,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,workplus-handoff-risk-note,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,workplus-after-meeting-followup,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,workplus-new-tool-adoption,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,workplus-quiet-work-block,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-cross-team-message,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,choice-elevator-wait-choice,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-queue-line-choice,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,choice-lost-and-found-action,source-json,Pass,90,results=16; avgSummary=313; thinRows=0,
data/quiz-wave3-200.json,choice-repair-or-replace,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,choice-noise-complaint-style,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-appointment-reschedule,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-new-place-adaptation,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-public-manner-check,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,choice-crowded-place-response,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-lost-receipt-handling,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-time-gap-filling,source-json,Pass,90,results=16; avgSummary=123; thinRows=0,
data/quiz-wave3-200.json,choice-seat-choice-public,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,choice-unexpected-call-response,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,choice-schedule-overlap-choice,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-daily-route-change,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-waiting-message-send,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-small-risk-check,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-public-device-use,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-lost-direction-ask,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-plan-b-ready,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,emotion-bad-news-processing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-good-news-sharing,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-embarrassment-recovery,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,emotion-anger-cooldown-style,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,emotion-worry-note-style,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,emotion-nostalgia-response,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-lonely-evening-plan,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-pride-expression,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,emotion-regret-review-style,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,emotion-overthinking-stop,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-comfort-object-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-mood-music-choice,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-stress-room-reset,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-apology-readiness,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-thanks-acceptance,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-memory-box-opening,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,emotion-decision-anxiety-care,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave4-200.json,daily-laundry-sort-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,daily-fridge-reset-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,daily-umbrella-check-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,daily-shoe-shelf-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,daily-bag-lightening-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,daily-receipt-box-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,daily-sink-cleanup-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,daily-home-lighting-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,daily-delivery-unpack-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,daily-calendar-review-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,daily-snack-drawer-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,daily-sleepwear-choice-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,daily-door-lock-check-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,daily-house-chore-order-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,daily-morning-water-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,daily-night-charging-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,daily-table-reset-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,daily-closet-hanger-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,digital-notification-badge-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,digital-photo-duplicate-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,digital-app-folder-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,digital-cloud-backup-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,digital-search-bookmark-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,digital-chat-archive-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,digital-email-inbox-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,digital-screen-time-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,digital-password-manager-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,digital-digital-calendar-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,digital-memo-tag-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,digital-file-name-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,digital-browser-extension-wave4,source-json,Pass,90,results=16; avgSummary=176; thinRows=0,
data/quiz-wave4-200.json,digital-online-review-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,digital-shopping-cart-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,digital-profile-picture-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,digital-video-queue-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,digital-device-update-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,digital-ai-question-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,digital-map-save-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,relation-reply-delay-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,relation-group-chat-tone-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,relation-birthday-call-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,relation-small-favor-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,relation-compliment-accept-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,relation-awkward-talk-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,relation-promise-change-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,relation-gift-reaction-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,relation-friend-boundary-wave4,source-json,Pass,90,results=16; avgSummary=176; thinRows=0,
data/quiz-wave4-200.json,relation-comfort-style-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,relation-first-meeting-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,relation-photo-share-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,relation-thanks-depth-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,relation-conflict-cooldown-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,relation-invitation-reply-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,relation-team-meal-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,relation-neighbor-hello-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,relation-old-friend-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,work-meeting-note-wave4,source-json,Pass,90,results=16; avgSummary=163; thinRows=0,
data/quiz-wave4-200.json,work-deadline-buffer-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,work-task-priority-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,work-feedback-read-wave4,source-json,Pass,90,results=16; avgSummary=164; thinRows=0,
data/quiz-wave4-200.json,work-remote-routine-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,work-desk-focus-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,work-handoff-message-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,work-lunch-break-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,work-urgent-request-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,work-weekly-report-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,work-calendar-block-wave4,source-json,Pass,90,results=16; avgSummary=163; thinRows=0,
data/quiz-wave4-200.json,work-meeting-question-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,work-project-start-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,work-mistake-recovery-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,work-colleague-help-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,work-idea-share-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,work-task-close-wave4,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave4-200.json,work-document-version-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,work-work-message-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,work-after-work-switch-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,spend-wish-list-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,spend-limited-stock-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,spend-subscription-check-wave4,source-json,Pass,90,results=16; avgSummary=163; thinRows=0,
data/quiz-wave4-200.json,spend-refund-decision-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,spend-brand-switch-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,spend-bulk-buy-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,spend-gift-budget-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,spend-sample-first-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,spend-secondhand-chat-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,spend-cart-abandon-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,spend-premium-choice-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,spend-receipt-review-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,spend-pay-method-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,spend-sale-scroll-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,spend-buy-or-wait-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,leisure-weekend-plan-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,leisure-playlist-mood-wave4,source-json,Pass,90,results=16; avgSummary=176; thinRows=0,
data/quiz-wave4-200.json,leisure-movie-pick-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,leisure-book-stack-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,leisure-home-cafe-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,leisure-walking-route-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,leisure-photo-walk-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,leisure-game-mode-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,leisure-craft-start-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,leisure-museum-pace-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,leisure-concert-prep-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,leisure-hobby-budget-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,leisure-diary-deco-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,leisure-solo-time-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,leisure-club-fit-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,leisure-creative-block-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,leisure-travel-video-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,leisure-recipe-try-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,leisure-puzzle-style-wave4,source-json,Pass,90,results=16; avgSummary=173; thinRows=0,
data/quiz-wave4-200.json,leisure-learning-kit-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,emotion-stress-signal-wave4,source-json,Pass,90,results=16; avgSummary=179; thinRows=0,
data/quiz-wave4-200.json,emotion-mood-note-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,emotion-apology-ready-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,emotion-thanks-accept-wave4,source-json,Pass,90,results=16; avgSummary=182; thinRows=0,
data/quiz-wave4-200.json,emotion-decision-worry-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,emotion-alone-reset-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,emotion-criticism-response-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,emotion-compliment-memory-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,emotion-energy-low-wave4,source-json,Pass,90,results=16; avgSummary=181; thinRows=0,
data/quiz-wave4-200.json,emotion-worry-share-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,emotion-self-talk-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,emotion-regret-handle-wave4,source-json,Pass,90,results=16; avgSummary=176; thinRows=0,
data/quiz-wave4-200.json,emotion-new-environment-wave4,source-json,Pass,90,results=16; avgSummary=179; thinRows=0,
data/quiz-wave4-200.json,emotion-sad-day-wave4,source-json,Pass,90,results=16; avgSummary=180; thinRows=0,
data/quiz-wave4-200.json,emotion-anger-cool-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,emotion-comfort-object-wave4,source-json,Pass,90,results=16; avgSummary=174; thinRows=0,
data/quiz-wave4-200.json,emotion-heart-boundary-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,emotion-sleep-thought-wave4,source-json,Pass,90,results=16; avgSummary=180; thinRows=0,
data/quiz-wave4-200.json,emotion-memory-box-wave4,source-json,Pass,90,results=16; avgSummary=175; thinRows=0,
data/quiz-wave4-200.json,travel-packing-order-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,travel-hotel-check-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,travel-airport-time-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,travel-local-food-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,travel-map-route-wave4,source-json,Pass,90,results=16; avgSummary=163; thinRows=0,
data/quiz-wave4-200.json,travel-travel-budget-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,travel-souvenir-pick-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,travel-rain-plan-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,travel-photo-spot-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,travel-itinerary-gap-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,travel-transport-pass-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,travel-morning-tour-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,travel-night-market-wave4,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave4-200.json,travel-museum-or-cafe-wave4,source-json,Pass,90,results=16; avgSummary=172; thinRows=0,
data/quiz-wave4-200.json,travel-travel-companion-wave4,source-json,Pass,90,results=16; avgSummary=163; thinRows=0,
data/quiz-wave4-200.json,travel-lost-route-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,travel-travel-record-wave4,source-json,Pass,90,results=16; avgSummary=163; thinRows=0,
data/quiz-wave4-200.json,travel-checklist-use-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,travel-return-unpack-wave4,source-json,Pass,90,results=16; avgSummary=167; thinRows=0,
data/quiz-wave4-200.json,travel-next-trip-wave4,source-json,Pass,90,results=16; avgSummary=168; thinRows=0,
data/quiz-wave4-200.json,wellness-stretch-time-wave4,source-json,Pass,90,results=16; avgSummary=169; thinRows=0,
data/quiz-wave4-200.json,wellness-water-reminder-wave4,source-json,Pass,90,results=16; avgSummary=170; thinRows=0,
data/quiz-wave4-200.json,wellness-walk-choice-wave4,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave4-200.json,wellness-meal-balance-wave4,source-json,Pass,90,results=16; avgSummary=164; thinRows=0,
data/quiz-wave4-200.json,wellness-sleep-alarm-wave4,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave4-200.json,wellness-exercise-start-wave4,source-json,Pass,90,results=16; avgSummary=164; thinRows=0,
data/quiz-wave4-200.json,wellness-posture-check-wave4,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave4-200.json,wellness-eye-rest-wave4,source-json,Pass,90,results=16; avgSummary=162; thinRows=0,
data/quiz-wave4-200.json,wellness-snack-choice-wave4,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave4-200.json,wellness-condition-log-wave4,source-json,Pass,90,results=16; avgSummary=166; thinRows=0,
data/quiz-wave4-200.json,wellness-rest-sign-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
data/quiz-wave4-200.json,wellness-home-workout-wave4,source-json,Pass,90,results=16; avgSummary=164; thinRows=0,
data/quiz-wave4-200.json,wellness-outdoor-air-wave4,source-json,Pass,90,results=16; avgSummary=171; thinRows=0,
